Custom Network Match,Custom Network Match Type
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"TIN,NM+ZIP,NM+STATE"
YES,"TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,TIN
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"TIN,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,TIN
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
NO,
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
NO,
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
NO,
YES,"TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
NO,
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
NO,
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
NO,
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN,NM+ZIP,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
YES,"NPI,TIN"
YES,"NPI,TIN,NM+STATE"
